"racename","driver","qualrawdcoef","qualprednvalid"
"2014italy","mchilton",87.682,1
"2014italy","dkvyat",85.804,1.133
"2014italy","mericsson",87.997,1
"2014italy","vbottas",84.685,1.156
"2014italy","fmassa",84.847,1.333
"2014italy","kmagnussen",85.517,2
"2014italy","jbutton",85.378,2
"2014italy","falonso",85.351,2
"2014italy","svettel",85.476,2
"2014italy","dricciardo",85.703,1.633
"2014italy","cpic",NA,0
"2014italy","gvandergarde",NA,0
"2014italy","djuncadella",NA,0
"2014italy","rmehri",NA,0
"2014singapore","lhamilton",105.681,1
"2014singapore","dkvyat",106.982,2.244
"2014singapore","jbutton",106.618,1
"2014singapore","jvergne",106.681,1.311
"2014singapore","nhulkenberg",106.915,1.311
"2014singapore","egutierrez",107.152,2
"2014singapore","sperez",107.327,1.544
"2014singapore","rgrosjean",107.337,2
"2014singapore","asutil",107.65,1
"2014singapore","pmaldonado",108.389,1
"2014singapore","jbianchi",108.766,1
"2014singapore","nrosberg",105.688,1
"2014singapore","kkobayashi",109.731,1
"2014singapore","mchilton",109.799,1
"2014singapore","mericsson",111.613,1
"2014singapore","dricciardo",105.977,1.644
"2014singapore","svettel",106.082,2
"2014singapore","falonso",105.955,2
"2014singapore","fmassa",106.039,1.356
"2014singapore","kraikkonen",106.093,2.222
"2014singapore","vbottas",106.192,1.044
"2014singapore","kmagnussen",106.313,2
"2014japan","nrosberg",92.506,1
"2014japan","kraikkonen",94.568,2.033
"2014japan","sperez",94.999,1.522
"2014japan","dkvyat",94.915,1.144
"2014japan","nhulkenberg",94.872,1.333
"2014japan","asutil",95.328,2
"2014japan","egutierrez",95.272,2
"2014japan","rgrosjean",95.721,1
"2014japan","mericsson",96.55,1
"2014japan","jbianchi",96.68,1
"2014japan","kkobayashi",96.752,1
"2014japan","lhamilton",92.703,1
"2014japan","jvergne",94.827,1.378
"2014japan","mchilton",97.218,1
"2014japan","pmaldonado",95.654,1
"2014japan","vbottas",93.135,1.056
"2014japan","fmassa",93.478,1.444
"2014japan","falonso",93.617,2
"2014japan","dricciardo",94.152,1.578
"2014japan","kmagnussen",94.145,2
"2014japan","jbutton",94.392,2
"2014japan","svettel",94.517,2
"2014japan","rmehri",NA,0
"2014japan","mverstappen",NA,0
"2014russia","lhamilton",98.513,1
"2014russia","svettel",100.094,1
"2014russia","kmagnussen",99.346,2
"2014russia","sperez",100.205,1
"2014russia","egutierrez",100.637,2
"2014russia","asutil",100.664,2
"2014russia","rgrosjean",101.751,2
"2014russia","mericsson",102.185,1
"2014russia","nhulkenberg",100.09,1.033
"2014russia","fmassa",NA,0
"2014russia","kkobayashi",102.703,1
"2014russia","nrosberg",98.713,1
"2014russia","mchilton",103.186,1
"2014russia","pmaldonado",102.742,1
"2014russia","vbottas",98.92,1
"2014russia","jbutton",99.272,2
"2014russia","dkvyat",99.307,2
"2014russia","dricciardo",99.652,1.311
"2014russia","falonso",99.764,1.878
"2014russia","kraikkonen",99.825,2
"2014russia","jvergne",99.995,2.011
"2014russia","rmehri",NA,0
"2014russia","ssirotkin",NA,0
"2014usa","nrosberg",96.067,1
"2014usa","pmaldonado",98.112,2
"2014usa","sperez",98.451,2
"2014usa","jbutton",97.723,2.078
"2014usa","nhulkenberg",98.339,2
"2014usa","jvergne",98.652,1
"2014usa","egutierrez",98.957,1
"2014usa","rgrosjean",99.081,1
"2014usa","dkvyat",98.392,2
"2014usa","svettel",99.023,0.322
"2014usa","lhamilton",96.443,1
"2014usa","vbottas",96.906,1
"2014usa","fmassa",97.201,1.033
"2014usa","dricciardo",97.315,1.233
"2014usa","falonso",97.679,1.889
"2014usa","kmagnussen",97.765,2.156
"2014usa","kraikkonen",97.954,2.822
"2014usa","asutil",98.397,3
"2014usa","lnasr",NA,0
"2014usa","mverstappen",NA,0
"2014brazil","nrosberg",70.023,1
"2014brazil","kraikkonen",71.023,3
"2014brazil","egutierrez",71.35,2
"2014brazil","nhulkenberg",71.707,2
"2014brazil","asutil",71.816,2
"2014brazil","rgrosjean",71.842,1
"2014brazil","jvergne",71.845,1
"2014brazil","pmaldonado",72.038,1
"2014brazil","dkvyat",71.228,1
"2014brazil","sperez",71.881,1
"2014brazil","lhamilton",70.056,1
"2014brazil","fmassa",70.24,1.067
"2014brazil","vbottas",70.305,1
"2014brazil","jbutton",70.92,2.078
"2014brazil","svettel",71.009,2.244
"2014brazil","kmagnussen",70.979,2.156
"2014brazil","falonso",70.996,1.811
"2014brazil","dricciardo",71.068,1.089
"2014brazil","lnasr",NA,0
"2014brazil","djuncadella",NA,0
"2014brazil","mverstappen",NA,0
"2014abudhabi","nrosberg",100.48,1
"2014abudhabi","jvergne",102.26,2
"2014abudhabi","sperez",102.396,2
"2014abudhabi","nhulkenberg",102.364,2
"2014abudhabi","asutil",102.86,2
"2014abudhabi","egutierrez",102.692,1
"2014abudhabi","pmaldonado",102.733,1
"2014abudhabi","kkobayashi",104.413,1
"2014abudhabi","wstevens",104.968,1
"2014abudhabi","rgrosjean",102.641,1
"2014abudhabi","svettel",102.053,2.122
"2014abudhabi","lhamilton",100.866,1
"2014abudhabi","dricciardo",101.426,1.544
"2014abudhabi","vbottas",101.052,1.078
"2014abudhabi","fmassa",101.128,1.222
"2014abudhabi","dkvyat",102.043,2.522
"2014abudhabi","jbutton",101.933,2.011
"2014abudhabi","kraikkonen",102.229,2.322
"2014abudhabi","falonso",102.414,2.056
"2014abudhabi","kmagnussen",102.224,1
"2014abudhabi","eocon",NA,0
"2014abudhabi","afong",NA,0
"2015australia","lhamilton",86.327,1
"2015australia","lnasr",89.202,2
"2015australia","mverstappen",88.665,1.867
"2015australia","dkvyat",89.314,1.911
"2015australia","nhulkenberg",89.017,2
"2015australia","sperez",89.187,2
"2015australia","mericsson",90.499,1
"2015australia","jbutton",90.545,1
"2015australia","kmagnussen",91.16,1
"2015australia","nrosberg",86.921,1
"2015australia","fmassa",87.822,1.833
"2015australia","svettel",87.757,1.011
"2015australia","kraikkonen",87.806,1.3
"2015australia","dricciardo",88.536,2.033
"2015australia","csainz",88.626,2.944
"2015australia","rgrosjean",88.616,2.722
"2015australia","pmaldonado",89.076,3
"2015australia","vbottas",87.993,1.644
"2015australia","rmehri",NA,0
"2015australia","wstevens",NA,0
"2015malaysia","lhamilton",NA,0
"2015malaysia","rgrosjean",100.303,0.489
"2015malaysia","kraikkonen",NA,0
"2015malaysia","pmaldonado",100.361,1
"2015malaysia","nhulkenberg",100.83,1
"2015malaysia","sperez",101.036,1
"2015malaysia","csainz",99.813,0.722
"2015malaysia","lnasr",101.308,1
"2015malaysia","jbutton",101.635,1
"2015malaysia","falonso",101.745,1
"2015malaysia","rmehri",NA,0
"2015malaysia","svettel",NA,0
"2015malaysia","nrosberg",NA,0
"2015malaysia","dricciardo",NA,0
"2015malaysia","dkvyat",100.546,0.5
"2015malaysia","mverstappen",100.793,0.611
"2015malaysia","fmassa",NA,0
"2015malaysia","vbottas",NA,0
"2015malaysia","mericsson",100.34,1
"2015malaysia","wstevens",NA,0
"2015malaysia","rmarciello",NA,0
"2015china","lhamilton",95.782,1
"2015china","mericsson",98.154,3
"2015china","pmaldonado",97.966,2
"2015china","dkvyat",98.122,1.389
"2015china","mverstappen",98.035,1.667
"2015china","csainz",98.222,1.589
"2015china","sperez",98.714,2
"2015china","nhulkenberg",98.698,1
"2015china","jbutton",98.758,1
"2015china","falonso",98.762,1
"2015china","wstevens",101.573,1
"2015china","nrosberg",95.824,1
"2015china","rmehri",102.324,1
"2015china","svettel",96.687,1
"2015china","fmassa",97.026,1.867
"2015china","vbottas",97.243,1.367
"2015china","kraikkonen",97.182,1.156
"2015china","dricciardo",97.616,2
"2015china","rgrosjean",97.832,2.411
"2015china","lnasr",97.947,3
"2015china","jpalmer",NA,0
"2015bahrain","lhamilton",92.571,1
"2015bahrain","rgrosjean",94.205,2.322
"2015bahrain","sperez",94.578,2
"2015bahrain","lnasr",94.524,2
"2015bahrain","mericsson",94.736,2
"2015bahrain","falonso",94.622,2
"2015bahrain","mverstappen",94.875,1.467
"2015bahrain","pmaldonado",94.875,1
"2015bahrain","dkvyat",94.998,0.233
"2015bahrain","wstevens",97.911,1
"2015bahrain","rmehri",98.92,1
"2015bahrain","svettel",92.982,1
"2015bahrain","jbutton",NA,0
"2015bahrain","nrosberg",93.129,1
"2015bahrain","kraikkonen",93.244,1.178
"2015bahrain","vbottas",93.477,1.433
"2015bahrain","fmassa",93.616,1.489
"2015bahrain","dricciardo",94.004,1.867
"2015bahrain","nhulkenberg",94.553,2.811
"2015bahrain","csainz",94.48,2.622
"2015bahrain","jpalmer",NA,0
"2015spain","nrosberg",84.681,1
"2015spain","dricciardo",86.641,2
"2015spain","rgrosjean",87.133,1.533
"2015spain","pmaldonado",87.093,2
"2015spain","falonso",87.578,2
"2015spain","jbutton",87.561,2
"2015spain","lnasr",87.542,2
"2015spain","mericsson",87.748,1
"2015spain","nhulkenberg",88.001,1
"2015spain","sperez",88.078,1
"2015spain","wstevens",90.836,1
"2015spain","lhamilton",84.948,1
"2015spain","rmehri",91.674,1
"2015spain","svettel",85.458,1
"2015spain","vbottas",85.8,1.489
"2015spain","csainz",86.266,2.722
"2015spain","mverstappen",86.412,2.511
"2015spain","kraikkonen",86.322,1.189
"2015spain","dkvyat",86.776,2.311
"2015spain","fmassa",86.431,1.7
"2015spain","swolff",NA,0
"2015spain","rmarciello",NA,0
"2015spain","jpalmer",NA,0
"2015monaco","lhamilton",75.098,1
"2015monaco","jbutton",77.019,2
"2015monaco","nhulkenberg",77.1,1.956
"2015monaco","fmassa",77.226,0.5
"2015monaco","falonso",77.282,1
"2015monaco","lnasr",77.605,1
"2015monaco","rgrosjean",77.073,1.6
"2015monaco","vbottas",NA,0
"2015monaco","mericsson",78.017,1
"2015monaco","wstevens",80.159,1
"2015monaco","rmehri",80.408,1
"2015monaco","nrosberg",75.44,1
"2015monaco","csainz",76.8,2.811
"2015monaco","svettel",75.849,1
"2015monaco","dricciardo",76.347,2
"2015monaco","dkvyat",76.299,2.3
"2015monaco","kraikkonen",76.424,1.089
"2015monaco","sperez",76.878,3
"2015monaco","pmaldonado",76.934,3
"2015monaco","mverstappen",76.609,2.656
"2015canada","lhamilton",74.393,1
"2015canada","sperez",76.165,2
"2015canada","csainz",76.06,1
"2015canada","mericsson",76.28,1
"2015canada","falonso",76.294,1
"2015canada","lnasr",76.638,1
"2015canada","fmassa",NA,0
"2015canada","rmehri",79.133,1
"2015canada","wstevens",79.157,1
"2015canada","svettel",NA,0
"2015canada","mverstappen",76.263,1
"2015canada","nrosberg",74.702,1
"2015canada","jbutton",NA,0
"2015canada","kraikkonen",75.018,1.011
"2015canada","vbottas",75.185,1.244
"2015canada","rgrosjean",75.199,2
"2015canada","pmaldonado",75.484,2
"2015canada","nhulkenberg",75.669,2
"2015canada","dkvyat",75.994,2
"2015canada","dricciardo",76.07,1.967
"2015austria","lhamilton",68.455,1
"2015austria","pmaldonado",70.125,1
"2015austria","mericsson",70.177,1
"2015austria","csainz",70.216,1
"2015austria","sperez",NA,0
"2015austria","kraikkonen",NA,0
"2015austria","dkvyat",69.816,2
"2015austria","rmehri",NA,0
"2015austria","wstevens",NA,0
"2015austria","dricciardo",70.233,1
"2015austria","falonso",70.487,1
"2015austria","nrosberg",68.655,1
"2015austria","jbutton",NA,0
"2015austria","svettel",68.81,1
"2015austria","fmassa",69.295,1.589
"2015austria","nhulkenberg",69.316,2
"2015austria","vbottas",69.326,1.289
"2015austria","mverstappen",69.497,2
"2015austria","lnasr",69.558,2
"2015austria","rgrosjean",69.671,1
"2015austria","jpalmer",NA,0
"2015greatbritain","lhamilton",92.248,1
"2015greatbritain","dricciardo",93.73,2.078
"2015greatbritain","sperez",93.862,1.989
"2015greatbritain","rgrosjean",94.157,1.556
"2015greatbritain","mverstappen",94.263,1.922
"2015greatbritain","pmaldonado",94.296,2
"2015greatbritain","mericsson",94.357,2
"2015greatbritain","lnasr",94.323,1
"2015greatbritain","falonso",94.394,1
"2015greatbritain","jbutton",94.642,1
"2015greatbritain","wstevens",96.799,1
"2015greatbritain","nrosberg",92.361,1
"2015greatbritain","rmehri",98.812,1
"2015greatbritain","fmassa",93.28,2
"2015greatbritain","vbottas",93.016,1.589
"2015greatbritain","kraikkonen",93.472,1.444
"2015greatbritain","svettel",93.544,1.022
"2015greatbritain","dkvyat",93.51,2.278
"2015greatbritain","csainz",93.855,3
"2015greatbritain","nhulkenberg",93.655,2.467
"2015greatbritain","swolff",NA,0
"2015greatbritain","rmarciello",NA,0
"2015greatbritain","jpalmer",NA,0
"2015hungary","lhamilton",82.02,1
"2015hungary","rgrosjean",83.925,2.622
"2015hungary","nhulkenberg",83.731,1.622
"2015hungary","csainz",84.028,2
"2015hungary","sperez",84.24,1.844
"2015hungary","pmaldonado",84.034,2
"2015hungary","falonso",84.293,1
"2015hungary","jbutton",84.469,1
"2015hungary","mericsson",84.573,1
"2015hungary","lnasr",84.727,1
"2015hungary","rmehri",87.146,1
"2015hungary","nrosberg",82.595,1
"2015hungary","wstevens",87.679,1
"2015hungary","svettel",82.739,1
"2015hungary","dricciardo",82.919,2
"2015hungary","kraikkonen",83.081,1.289
"2015hungary","vbottas",83.286,1.622
"2015hungary","dkvyat",83.373,2.311
"2015hungary","fmassa",83.485,2
"2015hungary","mverstappen",83.676,2.667
"2015hungary","jpalmer",NA,0
"2015hungary","fleimer",NA,0
"2015belgium","lhamilton",107.197,1
"2015belgium","csainz",109.159,3
"2015belgium","nhulkenberg",109.052,1.544
"2015belgium","dkvyat",109.106,1.244
"2015belgium","mericsson",109.32,2
"2015belgium","lnasr",109.61,1
"2015belgium","wstevens",112.606,1
"2015belgium","kraikkonen",NA,0
"2015belgium","rmehri",112.757,1
"2015belgium","mverstappen",109.489,0.822
"2015belgium","jbutton",110.636,1
"2015belgium","nrosberg",107.655,1
"2015belgium","falonso",111.078,1
"2015belgium","vbottas",108.585,1.144
"2015belgium","sperez",108.641,2.767
"2015belgium","dricciardo",108.754,1.711
"2015belgium","fmassa",108.683,1.533
"2015belgium","pmaldonado",108.936,3
"2015belgium","svettel",108.825,1
"2015belgium","rgrosjean",108.788,2.722
"2015belgium","jpalmer",NA,0
"2015italy","lhamilton",83.397,1
"2015italy","pmaldonado",85.448,2
"2015italy","lnasr",85.48,2
"2015italy","mericsson",85.578,3
"2015italy","wstevens",88.035,1
"2015italy","rmehri",88.216,1
"2015italy","jbutton",86.362,1
"2015italy","falonso",86.458,1
"2015italy","csainz",86.072,1.511
"2015italy","dkvyat",86.413,1.056
"2015italy","dricciardo",NA,0
"2015italy","kraikkonen",83.663,1.044
"2015italy","mverstappen",NA,0
"2015italy","svettel",83.685,1
"2015italy","nrosberg",83.703,1
"2015italy","fmassa",84.198,1.611
"2015italy","vbottas",84.283,1.233
"2015italy","sperez",84.857,2.289
"2015italy","rgrosjean",85.097,2.156
"2015italy","nhulkenberg",85.233,2.067
"2015italy","jpalmer",NA,0
"2015singapore","svettel",103.885,1
"2015singapore","rgrosjean",106.161,2.689
"2015singapore","nhulkenberg",106.227,1.611
"2015singapore","falonso",106.218,2
"2015singapore","sperez",106.239,1.756
"2015singapore","csainz",106.434,2
"2015singapore","jbutton",106.709,2
"2015singapore","lnasr",106.595,1
"2015singapore","mericsson",106.718,1
"2015singapore","pmaldonado",106.953,1
"2015singapore","wstevens",110.651,1
"2015singapore","dricciardo",104.815,2.033
"2015singapore","arossi",111.153,1
"2015singapore","kraikkonen",104.717,1.167
"2015singapore","dkvyat",104.817,2.211
"2015singapore","lhamilton",105.3,1
"2015singapore","nrosberg",105.415,1
"2015singapore","vbottas",105.707,1.533
"2015singapore","mverstappen",105.758,2.578
"2015singapore","fmassa",105.828,2
"2015japan","nrosberg",92.584,1
"2015japan","csainz",94.142,2
"2015japan","pmaldonado",94.126,2
"2015japan","falonso",94.605,2
"2015japan","nhulkenberg",94.255,1.456
"2015japan","jbutton",94.897,1
"2015japan","mericsson",94.906,1
"2015japan","lnasr",94.993,1
"2015japan","mverstappen",93.755,0.622
"2015japan","wstevens",98.016,1
"2015japan","arossi",NA,0
"2015japan","lhamilton",92.66,1
"2015japan","dkvyat",93.919,1.189
"2015japan","vbottas",93.06,1.444
"2015japan","svettel",93.245,1
"2015japan","fmassa",93.224,2.011
"2015japan","kraikkonen",93.319,1.122
"2015japan","dricciardo",93.687,2.022
"2015japan","rgrosjean",93.881,2.833
"2015japan","sperez",94.01,1.489
"2015japan","jpalmer",NA,0
"2015russia","nrosberg",97.113,1
"2015russia","dricciardo",99.361,2
"2015russia","dkvyat",99.204,1
"2015russia","lnasr",99.528,2
"2015russia","jbutton",99.596,2
"2015russia","pmaldonado",99.613,2
"2015russia","fmassa",99.885,1
"2015russia","mericsson",100.36,1
"2015russia","wstevens",103.393,1
"2015russia","rmehri",103.504,1
"2015russia","falonso",99.844,1
"2015russia","lhamilton",97.433,1
"2015russia","csainz",NA,0
"2015russia","vbottas",97.996,1.444
"2015russia","svettel",97.987,1.056
"2015russia","kraikkonen",98.337,1.089
"2015russia","nhulkenberg",98.704,2.133
"2015russia","sperez",98.84,2.178
"2015russia","rgrosjean",98.764,2.256
"2015russia","mverstappen",99.024,2.167
"2015russia","jpalmer",NA,0
"2015usa","nrosberg",NA,0
"2015usa","rgrosjean",NA,0
"2015usa","jbutton",NA,0
"2015usa","pmaldonado",NA,0
"2015usa","svettel",NA,0
"2015usa","mericsson",NA,0
"2015usa","lnasr",NA,0
"2015usa","vbottas",NA,0
"2015usa","arossi",NA,0
"2015usa","kraikkonen",NA,0
"2015usa","wstevens",NA,0
"2015usa","lhamilton",NA,0
"2015usa","csainz",NA,0
"2015usa","dricciardo",NA,0
"2015usa","dkvyat",NA,0
"2015usa","sperez",NA,0
"2015usa","nhulkenberg",NA,0
"2015usa","fmassa",NA,0
"2015usa","mverstappen",NA,0
"2015usa","falonso",NA,0
"2015usa","rmarciello",NA,0
"2015mexico","nrosberg",79.48,1
"2015mexico","nhulkenberg",80.812,2.189
"2015mexico","csainz",80.741,1.933
"2015mexico","rgrosjean",81.039,1.556
"2015mexico","pmaldonado",81.178,2
"2015mexico","mericsson",81.209,2
"2015mexico","lnasr",81.503,1
"2015mexico","arossi",83.851,1
"2015mexico","wstevens",84.101,1
"2015mexico","falonso",81.494,1
"2015mexico","kraikkonen",NA,0
"2015mexico","lhamilton",79.668,1
"2015mexico","jbutton",NA,0
"2015mexico","svettel",79.851,1.022
"2015mexico","dkvyat",80.377,2.044
"2015mexico","dricciardo",80.521,2
"2015mexico","vbottas",80.42,1.278
"2015mexico","fmassa",80.537,1.867
"2015mexico","mverstappen",80.727,2.511
"2015mexico","sperez",80.631,2.344
"2015mexico","jpalmer",NA,0
"2015brazil","nrosberg",71.282,1
"2015brazil","csainz",72.915,2
"2015brazil","sperez",72.901,1.378
"2015brazil","mericsson",73.049,2
"2015brazil","lnasr",72.809,2
"2015brazil","rgrosjean",73.389,1.489
"2015brazil","pmaldonado",73.15,1
"2015brazil","jbutton",73.19,1
"2015brazil","arossi",75.916,1
"2015brazil","wstevens",76.048,1
"2015brazil","dricciardo",72.497,2
"2015brazil","lhamilton",71.36,1
"2015brazil","falonso",NA,0
"2015brazil","svettel",71.788,1.144
"2015brazil","kraikkonen",72.122,1.178
"2015brazil","nhulkenberg",72.26,2.167
"2015brazil","dkvyat",72.309,2.089
"2015brazil","vbottas",72.102,1.656
"2015brazil","fmassa",72.513,2
"2015brazil","mverstappen",72.6,2.444
"2015brazil","jpalmer",NA,0
"2015abudhabi","nrosberg",100.237,1
"2015abudhabi","csainz",102.469,3
"2015abudhabi","mverstappen",102.326,1.678
"2015abudhabi","jbutton",102.272,2
"2015abudhabi","pmaldonado",102.521,2
"2015abudhabi","lnasr",102.908,2
"2015abudhabi","svettel",NA,0
"2015abudhabi","falonso",102.824,1
"2015abudhabi","mericsson",103.475,1
"2015abudhabi","rgrosjean",102.222,1
"2015abudhabi","wstevens",105.934,1
"2015abudhabi","lhamilton",100.614,1
"2015abudhabi","rmehri",107.071,1
"2015abudhabi","kraikkonen",101.065,1.067
"2015abudhabi","sperez",101.284,2.456
"2015abudhabi","dricciardo",101.473,1.878
"2015abudhabi","vbottas",101.639,1.167
"2015abudhabi","nhulkenberg",101.639,2.3
"2015abudhabi","fmassa",101.873,1.778
"2015abudhabi","dkvyat",101.979,2.133
"2015abudhabi","jpalmer",NA,0
"2016australia","lhamilton",83.837,1
"2016australia","nhulkenberg",85.679,1
"2016australia","falonso",85.973,1.056
"2016australia","jbutton",86.241,1.222
"2016australia","jpalmer",87.357,2
"2016australia","kmagnussen",87.455,2
"2016australia","mericsson",87.493,1
"2016australia","vbottas",85.775,1
"2016australia","lnasr",88.016,1
"2016australia","dkvyat",88.064,0.267
"2016australia","rgrosjean",NA,0
"2016australia","nrosberg",84.197,1
"2016australia","egutierrez",NA,0
"2016australia","pwehrlein",NA,0
"2016australia","rharyanto",89.685,1
"2016australia","svettel",84.781,1.367
"2016australia","kraikkonen",85.18,1.589
"2016australia","mverstappen",85.431,2
"2016australia","fmassa",85.458,2
"2016australia","csainz",85.39,2
"2016australia","dricciardo",85.531,1.489
"2016australia","sperez",85.567,1
"2016bahrain","lhamilton",89.493,1
"2016bahrain","mverstappen",91.641,1
"2016bahrain","csainz",91.556,1.556
"2016bahrain","svandoorne",91.942,2
"2016bahrain","egutierrez",91.77,2
"2016bahrain","jbutton",91.726,2
"2016bahrain","dkvyat",92.139,2
"2016bahrain","pwehrlein",92.415,1
"2016bahrain","mericsson",92.449,1
"2016bahrain","sperez",92.52,0.256
"2016bahrain","jpalmer",93.047,1
"2016bahrain","nrosberg",89.57,1
"2016bahrain","rharyanto",93.799,1
"2016bahrain","lnasr",93.997,1
"2016bahrain","kmagnussen",92.79,1
"2016bahrain","svettel",90.058,1.211
"2016bahrain","kraikkonen",90.292,1.356
"2016bahrain","dricciardo",90.891,1.378
"2016bahrain","vbottas",90.981,2.033
"2016bahrain","fmassa",91.264,2.333
"2016bahrain","nhulkenberg",91.551,2.211
"2016bahrain","rgrosjean",91.619,2
"2016bahrain","acelis",NA,0
"2016china","nrosberg",95.402,1
"2016china","fmassa",96.853,1
"2016china","falonso",98.321,1.456
"2016china","jbutton",98.125,1.689
"2016china","nhulkenberg",96.839,1
"2016china","rgrosjean",98.269,0.456
"2016china","mericsson",98.165,1
"2016china","lnasr",98.498,1
"2016china","kmagnussen",98.517,1
"2016china","egutierrez",98.614,0.956
"2016china","jpalmer",99.372,1
"2016china","dricciardo",95.917,1
"2016china","rharyanto",100.108,1
"2016china","pwehrlein",NA,0
"2016china","lhamilton",NA,0
"2016china","kraikkonen",95.972,1
"2016china","svettel",96.246,1
"2016china","vbottas",96.316,1.967
"2016china","dkvyat",96.658,2.511
"2016china","sperez",96.76,2
"2016china","csainz",96.807,2.033
"2016china","mverstappen",97.094,1.311
"2016russia","nrosberg",95.417,1
"2016russia","lhamilton",NA,0
"2016russia","csainz",97.359,1.256
"2016russia","jbutton",97.56,2
"2016russia","nhulkenberg",97.552,1.022
"2016russia","falonso",97.433,2
"2016russia","rgrosjean",97.763,2
"2016russia","egutierrez",97.94,2
"2016russia","kmagnussen",98.228,1
"2016russia","jpalmer",98.323,1
"2016russia","lnasr",98.332,1
"2016russia","vbottas",96.725,2
"2016russia","pwehrlein",98.713,1
"2016russia","rharyanto",98.777,1
"2016russia","mericsson",98.833,1
"2016russia","kraikkonen",96.643,1.156
"2016russia","fmassa",97.014,2.156
"2016russia","dricciardo",97.139,1.067
"2016russia","sperez",97.143,2.111
"2016russia","svettel",96.148,1.1
"2016russia","dkvyat",97.472,3
"2016russia","mverstappen",97.433,2
"2016russia","ssirotkin",NA,0
"2016russia","acelis",NA,0
"2016spain","lhamilton",82,1
"2016spain","falonso",83.953,3
"2016spain","nhulkenberg",83.85,1.067
"2016spain","jbutton",84.02,2
"2016spain","dkvyat",84.125,2
"2016spain","rgrosjean",84.153,2
"2016spain","kmagnussen",84.202,2
"2016spain","egutierrez",84.147,2
"2016spain","jpalmer",84.371,1
"2016spain","fmassa",84.409,0.089
"2016spain","mericsson",84.67,1
"2016spain","nrosberg",82.28,1
"2016spain","lnasr",85.047,1
"2016spain","pwehrlein",85.213,1
"2016spain","rharyanto",85.407,1
"2016spain","dricciardo",82.68,1
"2016spain","mverstappen",83.005,1.444
"2016spain","kraikkonen",83.114,1.044
"2016spain","svettel",83.334,1.011
"2016spain","vbottas",83.593,2
"2016spain","csainz",83.73,2.422
"2016spain","sperez",83.732,2.089
"2016spain","eocon",NA,0
"2016monaco","dricciardo",73.622,1
"2016monaco","vbottas",75.317,1
"2016monaco","kraikkonen",74.735,1.033
"2016monaco","egutierrez",75.362,1.956
"2016monaco","jbutton",75.379,1.6
"2016monaco","fmassa",75.43,1.011
"2016monaco","rgrosjean",75.484,1.589
"2016monaco","kmagnussen",76.075,2
"2016monaco","mericsson",76.094,1
"2016monaco","jpalmer",76.381,1
"2016monaco","rharyanto",77.09,1
"2016monaco","nrosberg",73.791,1
"2016monaco","pwehrlein",77.247,1
"2016monaco","mverstappen",NA,0
"2016monaco","lnasr",NA,0
"2016monaco","lhamilton",73.942,1
"2016monaco","svettel",74.552,1
"2016monaco","nhulkenberg",74.88,2
"2016monaco","csainz",74.828,2.133
"2016monaco","sperez",74.942,2
"2016monaco","dkvyat",75.094,2.911
"2016monaco","falonso",75.266,2.522
"2016canada","lhamilton",72.812,1
"2016canada","falonso",74.246,2.822
"2016canada","sperez",74.144,1
"2016canada","jbutton",74.161,2
"2016canada","egutierrez",74.424,2
"2016canada","rgrosjean",74.688,2
"2016canada","dkvyat",74.208,2
"2016canada","jpalmer",74.761,1
"2016canada","pwehrlein",74.901,1
"2016canada","lnasr",75.965,1
"2016canada","rharyanto",76.354,1
"2016canada","nrosberg",72.874,1
"2016canada","csainz",74.016,0.211
"2016canada","mericsson",74.937,1
"2016canada","kmagnussen",NA,0
"2016canada","svettel",73.033,1.067
"2016canada","dricciardo",73.166,1
"2016canada","mverstappen",73.491,1.6
"2016canada","kraikkonen",73.58,1.011
"2016canada","vbottas",73.644,2
"2016canada","fmassa",73.745,2.078
"2016canada","nhulkenberg",73.973,2
"2016europe","nrosberg",102.758,1
"2016europe","lhamilton",NA,0
"2016europe","rgrosjean",105.166,2
"2016europe","nhulkenberg",104.929,1.033
"2016europe","falonso",105.433,2
"2016europe","egutierrez",105.36,2
"2016europe","lnasr",105.834,2
"2016europe","rharyanto",105.627,1
"2016europe","pwehrlein",105.712,1
"2016europe","csainz",104.99,1.589
"2016europe","jbutton",105.766,1
"2016europe","dricciardo",103.966,1
"2016europe","mericsson",106.193,1
"2016europe","jpalmer",106.356,1
"2016europe","kmagnussen",106.31,1
"2016europe","svettel",104.052,1.167
"2016europe","kraikkonen",104.322,1.167
"2016europe","fmassa",104.743,2.278
"2016europe","dkvyat",104.723,3
"2016europe","sperez",103.809,2.089
"2016europe","vbottas",104.916,2
"2016europe","mverstappen",105.201,1.522
"2016austria","lhamilton",NA,0
"2016austria","fmassa",67.123,1.256
"2016austria","egutierrez",67.57,2
"2016austria","pwehrlein",67.584,2
"2016austria","rgrosjean",67.707,2
"2016austria","falonso",67.864,2
"2016austria","csainz",67.618,0.522
"2016austria","sperez",67.657,0.022
"2016austria","kmagnussen",67.941,1
"2016austria","mericsson",68.418,1
"2016austria","jpalmer",67.965,1
"2016austria","nhulkenberg",67.162,1.011
"2016austria","rharyanto",68.026,1
"2016austria","lnasr",68.446,1
"2016austria","dkvyat",68.409,1
"2016austria","jbutton",67.564,2
"2016austria","kraikkonen",NA,0
"2016austria","dricciardo",NA,0
"2016austria","nrosberg",NA,0
"2016austria","vbottas",66.814,1
"2016austria","mverstappen",66.769,0.011
