"racename","driver","anycarproblem","confidentcarproblem"
"2015austria","jpalmer",0,1
"2015greatbritain","lhamilton",0,1
"2015greatbritain","dricciardo",1,1
"2015greatbritain","sperez",0,1
"2015greatbritain","rgrosjean",0,1
"2015greatbritain","mverstappen",0,1
"2015greatbritain","pmaldonado",0,1
"2015greatbritain","mericsson",0,1
"2015greatbritain","lnasr",0,1
"2015greatbritain","falonso",0,1
"2015greatbritain","jbutton",0,1
"2015greatbritain","wstevens",0,1
"2015greatbritain","nrosberg",0,1
"2015greatbritain","rmehri",0,1
"2015greatbritain","fmassa",0,1
"2015greatbritain","vbottas",0,1
"2015greatbritain","kraikkonen",0,1
"2015greatbritain","svettel",0,1
"2015greatbritain","dkvyat",0,1
"2015greatbritain","csainz",0,1
"2015greatbritain","nhulkenberg",0,1
"2015greatbritain","swolff",0,1
"2015greatbritain","rmarciello",0,1
"2015greatbritain","jpalmer",0,1
"2015hungary","lhamilton",0,1
"2015hungary","rgrosjean",0,1
"2015hungary","nhulkenberg",0,1
"2015hungary","csainz",1,1
"2015hungary","sperez",0,1
"2015hungary","pmaldonado",0,1
"2015hungary","falonso",0,1
"2015hungary","jbutton",0,1
"2015hungary","mericsson",0,1
"2015hungary","lnasr",0,1
"2015hungary","rmehri",0,1
"2015hungary","nrosberg",0,1
"2015hungary","wstevens",0,1
"2015hungary","svettel",0,1
"2015hungary","dricciardo",0,1
"2015hungary","kraikkonen",1,1
"2015hungary","vbottas",0,1
"2015hungary","dkvyat",0,1
"2015hungary","fmassa",0,1
"2015hungary","mverstappen",0,1
"2015hungary","jpalmer",0,1
"2015hungary","fleimer",0,1
"2015belgium","lhamilton",0,1
"2015belgium","csainz",1,1
"2015belgium","nhulkenberg",0,1
"2015belgium","dkvyat",0,1
"2015belgium","mericsson",0,1
"2015belgium","lnasr",0,1
"2015belgium","wstevens",0,1
"2015belgium","kraikkonen",0,1
"2015belgium","rmehri",0,1
"2015belgium","mverstappen",0,1
"2015belgium","jbutton",1,1
"2015belgium","nrosberg",0,1
"2015belgium","falonso",0,1
"2015belgium","vbottas",0,1
"2015belgium","sperez",0,1
"2015belgium","dricciardo",0,1
"2015belgium","fmassa",0,1
"2015belgium","pmaldonado",0,1
"2015belgium","svettel",0,1
"2015belgium","rgrosjean",0,1
"2015belgium","jpalmer",0,1
"2015italy","lhamilton",0,1
"2015italy","pmaldonado",0,1
"2015italy","lnasr",0,1
"2015italy","mericsson",0,1
"2015italy","wstevens",0,1
"2015italy","rmehri",0,1
"2015italy","jbutton",0,1
"2015italy","falonso",0,1
"2015italy","csainz",0,1
"2015italy","dkvyat",0,1
"2015italy","dricciardo",0,1
"2015italy","kraikkonen",0,1
"2015italy","mverstappen",0,1
"2015italy","svettel",0,1
"2015italy","nrosberg",0,1
"2015italy","fmassa",0,1
"2015italy","vbottas",0,1
"2015italy","sperez",0,1
"2015italy","rgrosjean",0,1
"2015italy","nhulkenberg",0,1
"2015italy","jpalmer",0,1
"2015singapore","svettel",0,1
"2015singapore","rgrosjean",0,1
"2015singapore","nhulkenberg",0,1
"2015singapore","falonso",0,1
"2015singapore","sperez",0,1
"2015singapore","csainz",0,1
"2015singapore","jbutton",0,1
"2015singapore","lnasr",0,1
"2015singapore","mericsson",0,1
"2015singapore","pmaldonado",0,1
"2015singapore","wstevens",0,1
"2015singapore","dricciardo",0,1
"2015singapore","arossi",0,1
"2015singapore","kraikkonen",0,1
"2015singapore","dkvyat",0,1
"2015singapore","lhamilton",1,1
"2015singapore","nrosberg",0,1
"2015singapore","vbottas",0,1
"2015singapore","mverstappen",0,1
"2015singapore","fmassa",1,1
"2015japan","nrosberg",0,1
"2015japan","csainz",0,1
"2015japan","pmaldonado",0,1
"2015japan","falonso",0,1
"2015japan","nhulkenberg",0,1
"2015japan","jbutton",0,1
"2015japan","mericsson",0,1
"2015japan","lnasr",0,1
"2015japan","mverstappen",0,1
"2015japan","wstevens",0,1
"2015japan","arossi",0,1
"2015japan","lhamilton",0,1
"2015japan","dkvyat",0,1
"2015japan","vbottas",0,1
"2015japan","svettel",0,1
"2015japan","fmassa",1,1
"2015japan","kraikkonen",0,1
"2015japan","dricciardo",0,1
"2015japan","rgrosjean",0,1
"2015japan","sperez",0,1
"2015japan","jpalmer",0,1
"2015russia","nrosberg",0,1
"2015russia","dricciardo",0,1
"2015russia","dkvyat",0,1
"2015russia","lnasr",0,1
"2015russia","jbutton",0,1
"2015russia","pmaldonado",0,1
"2015russia","fmassa",0,1
"2015russia","mericsson",0,1
"2015russia","wstevens",0,1
"2015russia","rmehri",0,1
"2015russia","falonso",0,1
"2015russia","lhamilton",0,1
"2015russia","csainz",0,1
"2015russia","vbottas",0,1
"2015russia","svettel",0,1
"2015russia","kraikkonen",0,1
"2015russia","nhulkenberg",0,1
"2015russia","sperez",0,1
"2015russia","rgrosjean",0,1
"2015russia","mverstappen",1,1
"2015russia","jpalmer",0,1
"2015usa","nrosberg",0,1
"2015usa","rgrosjean",0,1
"2015usa","jbutton",0,1
"2015usa","pmaldonado",0,1
"2015usa","svettel",0,1
"2015usa","mericsson",0,1
"2015usa","lnasr",0,1
"2015usa","vbottas",0,1
"2015usa","arossi",0,1
"2015usa","kraikkonen",1,1
"2015usa","wstevens",0,1
"2015usa","lhamilton",0,1
"2015usa","csainz",0,1
"2015usa","dricciardo",0,1
"2015usa","dkvyat",0,1
"2015usa","sperez",0,1
"2015usa","nhulkenberg",0,1
"2015usa","fmassa",0,1
"2015usa","mverstappen",0,1
"2015usa","falonso",1,1
"2015usa","rmarciello",0,1
"2015mexico","nrosberg",0,1
"2015mexico","nhulkenberg",0,1
"2015mexico","csainz",0,1
"2015mexico","rgrosjean",0,1
"2015mexico","pmaldonado",0,1
"2015mexico","mericsson",0,1
"2015mexico","lnasr",0,1
"2015mexico","arossi",0,1
"2015mexico","wstevens",0,1
"2015mexico","falonso",0,1
"2015mexico","kraikkonen",0,1
"2015mexico","lhamilton",0,1
"2015mexico","jbutton",0,1
"2015mexico","svettel",0,1
"2015mexico","dkvyat",0,1
"2015mexico","dricciardo",0,1
"2015mexico","vbottas",0,1
"2015mexico","fmassa",0,1
"2015mexico","mverstappen",0,1
"2015mexico","sperez",0,1
"2015mexico","jpalmer",0,1
"2015brazil","nrosberg",0,1
"2015brazil","csainz",0,1
"2015brazil","sperez",0,1
"2015brazil","mericsson",0,1
"2015brazil","lnasr",0,1
"2015brazil","rgrosjean",0,1
"2015brazil","pmaldonado",0,1
"2015brazil","jbutton",0,1
"2015brazil","arossi",0,1
"2015brazil","wstevens",0,1
"2015brazil","dricciardo",0,1
"2015brazil","lhamilton",0,1
"2015brazil","falonso",0,1
"2015brazil","svettel",0,1
"2015brazil","kraikkonen",0,1
"2015brazil","nhulkenberg",0,1
"2015brazil","dkvyat",0,1
"2015brazil","vbottas",0,1
"2015brazil","fmassa",0,1
"2015brazil","mverstappen",0,1
"2015brazil","jpalmer",0,1
"2015abudhabi","nrosberg",0,1
"2015abudhabi","csainz",0,1
"2015abudhabi","mverstappen",0,1
"2015abudhabi","jbutton",0,1
"2015abudhabi","pmaldonado",0,1
"2015abudhabi","lnasr",0,1
"2015abudhabi","svettel",0,1
"2015abudhabi","falonso",0,1
"2015abudhabi","mericsson",0,1
"2015abudhabi","rgrosjean",0,1
"2015abudhabi","wstevens",0,1
"2015abudhabi","lhamilton",0,1
"2015abudhabi","rmehri",0,1
"2015abudhabi","kraikkonen",0,1
"2015abudhabi","sperez",0,1
"2015abudhabi","dricciardo",0,1
"2015abudhabi","vbottas",0,1
"2015abudhabi","nhulkenberg",0,1
"2015abudhabi","fmassa",0,1
"2015abudhabi","dkvyat",0,1
"2015abudhabi","jpalmer",0,1
"2016australia","lhamilton",0,1
"2016australia","nhulkenberg",0,1
"2016australia","falonso",0,0
"2016australia","jbutton",0,1
"2016australia","jpalmer",0,0
"2016australia","kmagnussen",0,1
"2016australia","mericsson",1,1
"2016australia","vbottas",0,1
"2016australia","lnasr",0,1
"2016australia","dkvyat",0,0
"2016australia","rgrosjean",0,0
"2016australia","nrosberg",0,1
"2016australia","egutierrez",0,1
"2016australia","pwehrlein",1,1
"2016australia","rharyanto",0,0
"2016australia","svettel",0,1
"2016australia","kraikkonen",0,0
"2016australia","mverstappen",0,1
"2016australia","fmassa",0,1
"2016australia","csainz",0,1
"2016australia","dricciardo",0,1
"2016australia","sperez",1,1
"2016bahrain","lhamilton",1,1
"2016bahrain","mverstappen",0,0
"2016bahrain","csainz",1,1
"2016bahrain","svandoorne",0,0
"2016bahrain","egutierrez",0,1
"2016bahrain","jbutton",0,0
"2016bahrain","dkvyat",0,1
"2016bahrain","pwehrlein",0,1
"2016bahrain","mericsson",0,1
"2016bahrain","sperez",0,1
"2016bahrain","jpalmer",0,0
"2016bahrain","nrosberg",0,1
"2016bahrain","rharyanto",0,1
"2016bahrain","lnasr",0,1
"2016bahrain","kmagnussen",0,1
"2016bahrain","svettel",0,0
"2016bahrain","kraikkonen",0,0
"2016bahrain","dricciardo",0,0
"2016bahrain","vbottas",0,0
"2016bahrain","fmassa",0,0
"2016bahrain","nhulkenberg",0,1
"2016bahrain","rgrosjean",0,0
"2016bahrain","acelis",0,0
"2016china","nrosberg",0,0
"2016china","fmassa",0,1
"2016china","falonso",0,0
"2016china","jbutton",0,1
"2016china","nhulkenberg",0,1
"2016china","rgrosjean",0,1
"2016china","mericsson",0,1
"2016china","lnasr",0,1
"2016china","kmagnussen",0,1
"2016china","egutierrez",0,1
"2016china","jpalmer",0,1
"2016china","dricciardo",0,1
"2016china","rharyanto",0,0
"2016china","pwehrlein",0,1
"2016china","lhamilton",1,1
"2016china","kraikkonen",0,1
"2016china","svettel",0,1
"2016china","vbottas",0,1
"2016china","dkvyat",0,0
"2016china","sperez",0,1
"2016china","csainz",0,1
"2016china","mverstappen",0,1
"2016russia","nrosberg",0,0
"2016russia","lhamilton",1,1
"2016russia","csainz",1,1
"2016russia","jbutton",0,1
"2016russia","nhulkenberg",0,0
"2016russia","falonso",0,0
"2016russia","rgrosjean",0,0
"2016russia","egutierrez",0,0
"2016russia","kmagnussen",0,0
"2016russia","jpalmer",0,1
"2016russia","lnasr",0,1
"2016russia","vbottas",0,0
"2016russia","pwehrlein",0,1
"2016russia","rharyanto",0,0
"2016russia","mericsson",0,1
"2016russia","kraikkonen",0,0
"2016russia","fmassa",0,1
"2016russia","dricciardo",1,1
"2016russia","sperez",0,0
"2016russia","svettel",0,0
"2016russia","dkvyat",0,1
"2016russia","mverstappen",0,0
"2016russia","ssirotkin",0,0
"2016russia","acelis",0,0
"2016spain","lhamilton",0,0
"2016spain","falonso",0,0
"2016spain","nhulkenberg",0,0
"2016spain","jbutton",0,0
"2016spain","dkvyat",0,0
"2016spain","rgrosjean",1,1
"2016spain","kmagnussen",0,1
"2016spain","egutierrez",0,1
"2016spain","jpalmer",0,0
"2016spain","fmassa",0,0
"2016spain","mericsson",0,0
"2016spain","nrosberg",0,0
"2016spain","lnasr",0,0
"2016spain","pwehrlein",0,0
"2016spain","rharyanto",0,1
"2016spain","dricciardo",0,1
"2016spain","mverstappen",0,0
"2016spain","kraikkonen",0,0
"2016spain","svettel",0,1
"2016spain","vbottas",0,1
"2016spain","csainz",0,0
"2016spain","sperez",0,0
"2016spain","eocon",0,0
"2016monaco","dricciardo",0,0
"2016monaco","vbottas",0,0
"2016monaco","kraikkonen",0,0
"2016monaco","egutierrez",0,0
"2016monaco","jbutton",0,0
"2016monaco","fmassa",0,0
"2016monaco","rgrosjean",0,0
"2016monaco","kmagnussen",0,0
"2016monaco","mericsson",0,0
"2016monaco","jpalmer",0,0
"2016monaco","rharyanto",0,0
"2016monaco","nrosberg",0,0
"2016monaco","pwehrlein",0,0
"2016monaco","mverstappen",0,0
"2016monaco","lnasr",0,0
"2016monaco","lhamilton",0,0
"2016monaco","svettel",0,0
"2016monaco","nhulkenberg",0,0
"2016monaco","csainz",0,0
"2016monaco","sperez",0,0
"2016monaco","dkvyat",0,0
"2016monaco","falonso",0,0
"2016canada","lhamilton",0,1
"2016canada","falonso",0,1
"2016canada","sperez",0,1
"2016canada","jbutton",0,0
"2016canada","egutierrez",0,0
"2016canada","rgrosjean",0,1
"2016canada","dkvyat",0,1
"2016canada","jpalmer",0,1
"2016canada","pwehrlein",0,1
"2016canada","lnasr",0,1
"2016canada","rharyanto",0,1
"2016canada","nrosberg",0,1
"2016canada","csainz",0,1
"2016canada","mericsson",0,1
"2016canada","kmagnussen",0,0
"2016canada","svettel",0,0
"2016canada","dricciardo",0,0
"2016canada","mverstappen",0,0
"2016canada","kraikkonen",0,0
"2016canada","vbottas",0,1
"2016canada","fmassa",0,0
"2016canada","nhulkenberg",0,0
"2016europe","nrosberg",0,1
"2016europe","lhamilton",1,1
"2016europe","rgrosjean",0,0
"2016europe","nhulkenberg",0,1
"2016europe","falonso",1,1
"2016europe","egutierrez",0,1
"2016europe","lnasr",0,0
"2016europe","rharyanto",0,1
"2016europe","pwehrlein",1,1
"2016europe","csainz",0,1
"2016europe","jbutton",0,1
"2016europe","dricciardo",0,1
"2016europe","mericsson",0,1
"2016europe","jpalmer",0,1
"2016europe","kmagnussen",0,1
"2016europe","svettel",0,0
"2016europe","kraikkonen",0,1
"2016europe","fmassa",0,1
"2016europe","dkvyat",1,1
"2016europe","sperez",0,1
"2016europe","vbottas",0,0
"2016europe","mverstappen",0,1
"2016austria","lhamilton",0,0
"2016austria","fmassa",0,0
"2016austria","egutierrez",0,1
"2016austria","pwehrlein",0,1
"2016austria","rgrosjean",0,0
"2016austria","falonso",1,1
"2016austria","csainz",0,1
"2016austria","sperez",0,0
"2016austria","kmagnussen",0,0
"2016austria","mericsson",0,1
"2016austria","jpalmer",0,0
"2016austria","nhulkenberg",0,0
"2016austria","rharyanto",1,1
"2016austria","lnasr",0,1
"2016austria","dkvyat",0,1
"2016austria","jbutton",0,0
"2016austria","kraikkonen",0,0
"2016austria","dricciardo",0,0
"2016austria","nrosberg",0,1
"2016austria","vbottas",0,1
"2016austria","mverstappen",0,0
"2016austria","svettel",0,1
"2016austria","acelis",0,0
"2016greatbritain","lhamilton",0,0
"2016greatbritain","sperez",0,1
"2016greatbritain","svettel",0,0
"2016greatbritain","fmassa",0,1
"2016greatbritain","rgrosjean",0,0
"2016greatbritain","egutierrez",0,1
"2016greatbritain","dkvyat",0,0
"2016greatbritain","kmagnussen",0,1
"2016greatbritain","jbutton",0,0
"2016greatbritain","jpalmer",0,1
"2016greatbritain","rharyanto",0,0
"2016greatbritain","nrosberg",0,0
"2016greatbritain","pwehrlein",0,0
"2016greatbritain","lnasr",0,0
"2016greatbritain","mericsson",0,0
"2016greatbritain","mverstappen",0,0
"2016greatbritain","dricciardo",0,0
"2016greatbritain","kraikkonen",0,0
"2016greatbritain","vbottas",0,1
"2016greatbritain","csainz",0,0
"2016greatbritain","nhulkenberg",0,0
"2016greatbritain","falonso",0,0
"2016greatbritain","eocon",0,0
"2016greatbritain","cleclerc",0,0
"2016hungary","nrosberg",0,1
"2016hungary","vbottas",0,0
"2016hungary","rgrosjean",0,0
"2016hungary","dkvyat",0,1
"2016hungary","sperez",0,1
"2016hungary","kraikkonen",0,1
"2016hungary","egutierrez",0,1
"2016hungary","lnasr",0,1
"2016hungary","jpalmer",0,1
"2016hungary","fmassa",1,1
"2016hungary","kmagnussen",0,1
"2016hungary","lhamilton",0,1
"2016hungary","pwehrlein",0,1
"2016hungary","rharyanto",0,1
"2016hungary","mericsson",0,1
"2016hungary","dricciardo",0,1
"2016hungary","mverstappen",0,1
"2016hungary","svettel",0,0
"2016hungary","csainz",0,0
"2016hungary","falonso",0,1
"2016hungary","jbutton",1,1
"2016hungary","nhulkenberg",0,1
"2016hungary","eocon",0,0
"2016hungary","cleclerc",0,0
"2016germany","nrosberg",0,0
"2016germany","fmassa",1,1
"2016germany","egutierrez",0,1
"2016germany","jbutton",0,0
"2016germany","falonso",0,1
"2016germany","jpalmer",0,1
"2016germany","csainz",0,0
"2016germany","kmagnussen",0,0
"2016germany","pwehrlein",0,1
"2016germany","dkvyat",0,0
"2016germany","rharyanto",1,1
"2016germany","lhamilton",0,1
"2016germany","rgrosjean",0,1
"2016germany","lnasr",0,0
"2016germany","mericsson",0,1
"2016germany","dricciardo",0,0
"2016germany","mverstappen",0,0
"2016germany","kraikkonen",0,0
"2016germany","svettel",0,0
"2016germany","vbottas",0,1
"2016germany","nhulkenberg",0,0
"2016germany","sperez",0,1
"2016germany","eocon",0,0
"2016germany","cleclerc",0,0
"2016belgium","nrosberg",0,0
"2016belgium","fmassa",0,0
"2016belgium","rgrosjean",0,1
"2016belgium","kmagnussen",0,0
"2016belgium","jpalmer",0,0
"2016belgium","csainz",0,0
"2016belgium","pwehrlein",0,0
"2016belgium","lnasr",1,1
"2016belgium","eocon",0,1
"2016belgium","egutierrez",0,0
"2016belgium","dkvyat",0,0
"2016belgium","mverstappen",1,1
"2016belgium","mericsson",0,0
"2016belgium","lhamilton",0,1
"2016belgium","falonso",0,0
"2016belgium","kraikkonen",0,1
"2016belgium","svettel",0,1
"2016belgium","dricciardo",0,0
"2016belgium","sperez",0,0
"2016belgium","nhulkenberg",0,0
"2016belgium","vbottas",0,1
"2016belgium","jbutton",0,0
"2016italy","lhamilton",0,0
"2016italy","egutierrez",0,0
"2016italy","fmassa",0,0
"2016italy","falonso",0,1
"2016italy","pwehrlein",0,0
"2016italy","jbutton",0,0
"2016italy","csainz",0,0
"2016italy","dkvyat",1,1
"2016italy","rgrosjean",0,1
"2016italy","lnasr",1,1
"2016italy","mericsson",0,0
"2016italy","nrosberg",0,0
"2016italy","jpalmer",1,1
"2016italy","kmagnussen",0,1
"2016italy","eocon",0,1
"2016italy","svettel",0,0
"2016italy","kraikkonen",0,0
"2016italy","vbottas",0,0
"2016italy","dricciardo",0,0
"2016italy","mverstappen",0,0
"2016italy","sperez",0,1
"2016italy","nhulkenberg",0,0
"2016italy","acelis",0,0
"2016singapore","nrosberg",0,1
"2016singapore","vbottas",1,1
"2016singapore","fmassa",0,1
"2016singapore","jbutton",1,1
"2016singapore","egutierrez",0,1
"2016singapore","mericsson",0,1
"2016singapore","kmagnussen",0,1
"2016singapore","lnasr",0,1
"2016singapore","sperez",0,1
"2016singapore","jpalmer",0,1
"2016singapore","pwehrlein",0,1
"2016singapore","dricciardo",0,1
"2016singapore","rgrosjean",0,0
"2016singapore","eocon",0,1
"2016singapore","svettel",0,1
"2016singapore","lhamilton",0,1
"2016singapore","mverstappen",0,1
"2016singapore","kraikkonen",0,1
"2016singapore","csainz",1,1
"2016singapore","dkvyat",0,1
"2016singapore","nhulkenberg",0,0
"2016singapore","falonso",0,1
"2016malaysia","lhamilton",0,0
"2016malaysia","fmassa",0,1
"2016malaysia","vbottas",0,0
"2016malaysia","rgrosjean",0,0
"2016malaysia","egutierrez",1,1
"2016malaysia","kmagnussen",1,1
"2016malaysia","dkvyat",0,1
"2016malaysia","csainz",0,0
"2016malaysia","mericsson",0,0
"2016malaysia","lnasr",0,0
"2016malaysia","jpalmer",0,1
"2016malaysia","nrosberg",0,0
"2016malaysia","eocon",0,1
"2016malaysia","pwehrlein",0,0
"2016malaysia","falonso",0,0
"2016malaysia","mverstappen",0,0
"2016malaysia","dricciardo",0,0
"2016malaysia","svettel",0,0
"2016malaysia","kraikkonen",0,0
"2016malaysia","sperez",0,0
"2016malaysia","nhulkenberg",0,0
"2016malaysia","jbutton",0,0
"2016japan","nrosberg",0,0
"2016japan","egutierrez",0,1
"2016japan","vbottas",0,0
"2016japan","fmassa",0,1
"2016japan","dkvyat",0,1
"2016japan","csainz",0,1
"2016japan","falonso",0,1
"2016japan","jpalmer",0,1
"2016japan","kmagnussen",0,1
"2016japan","mericsson",0,1
"2016japan","lnasr",0,0
"2016japan","lhamilton",0,1
"2016japan","eocon",0,1
"2016japan","pwehrlein",0,1
"2016japan","jbutton",0,1
"2016japan","mverstappen",0,0
"2016japan","dricciardo",0,1
"2016japan","sperez",0,1
"2016japan","svettel",0,0
"2016japan","rgrosjean",0,0
"2016japan","kraikkonen",0,1
"2016japan","nhulkenberg",0,1
"2016usa","lhamilton",0,0
"2016usa","csainz",0,1
"2016usa","sperez",1,1
"2016usa","falonso",0,0
"2016usa","dkvyat",0,0
"2016usa","egutierrez",0,1
"2016usa","jpalmer",0,1
"2016usa","mericsson",0,0
"2016usa","rgrosjean",0,0
"2016usa","kmagnussen",0,1
"2016usa","jbutton",0,0
"2016usa","nrosberg",0,0
"2016usa","pwehrlein",0,1
"2016usa","lnasr",0,1
"2016usa","eocon",0,1
"2016usa","dricciardo",0,0
"2016usa","mverstappen",0,0
"2016usa","kraikkonen",0,0
"2016usa","svettel",0,0
"2016usa","nhulkenberg",0,0
"2016usa","vbottas",1,1
"2016usa","fmassa",0,1
"2016usa","acelis",0,0
"2016usa","jking",0,0
"2016mexico","lhamilton",0,0
"2016mexico","csainz",0,1
"2016mexico","falonso",0,1
"2016mexico","sperez",0,0
"2016mexico","jbutton",0,0
"2016mexico","kmagnussen",0,0
"2016mexico","mericsson",0,1
"2016mexico","pwehrlein",0,0
"2016mexico","egutierrez",0,0
"2016mexico","dkvyat",0,1
"2016mexico","lnasr",0,0
"2016mexico","nrosberg",0,0
"2016mexico","eocon",0,0
"2016mexico","jpalmer",0,1
"2016mexico","rgrosjean",0,1
"2016mexico","mverstappen",0,0
"2016mexico","dricciardo",0,1
"2016mexico","nhulkenberg",0,1
"2016mexico","kraikkonen",0,0
"2016mexico","svettel",0,1
"2016mexico","vbottas",0,0
"2016mexico","fmassa",0,0
"2016brazil","lhamilton",0,0
"2016brazil","falonso",0,0
"2016brazil","vbottas",0,0
"2016brazil","egutierrez",0,0
"2016brazil","fmassa",0,0
"2016brazil","dkvyat",0,0
"2016brazil","csainz",0,0
"2016brazil","jpalmer",0,0
"2016brazil","jbutton",0,0
"2016brazil","kmagnussen",0,0
"2016brazil","pwehrlein",0,0
"2016brazil","nrosberg",0,0
"2016brazil","mericsson",0,0
"2016brazil","lnasr",0,0
"2016brazil","eocon",0,0
"2016brazil","kraikkonen",0,0
"2016brazil","mverstappen",0,0
"2016brazil","svettel",0,0
"2016brazil","dricciardo",0,0
"2016brazil","rgrosjean",0,0
"2016brazil","nhulkenberg",0,0
"2016brazil","sperez",0,0
"2016brazil","ssirotkin",0,0
"2016brazil","cleclerc",0,0
"2016abudhabi","lhamilton",0,1
"2016abudhabi","fmassa",0,1
"2016abudhabi","vbottas",0,0
"2016abudhabi","jbutton",0,1
"2016abudhabi","egutierrez",0,1
"2016abudhabi","rgrosjean",0,1
"2016abudhabi","jpalmer",0,1
"2016abudhabi","pwehrlein",0,1
"2016abudhabi","dkvyat",0,1
"2016abudhabi","kmagnussen",0,0
"2016abudhabi","lnasr",0,1
"2016abudhabi","nrosberg",0,1
"2016abudhabi","eocon",0,0
"2016abudhabi","csainz",0,1
"2016abudhabi","mericsson",0,1
"2016abudhabi","dricciardo",0,0
"2016abudhabi","kraikkonen",0,0
"2016abudhabi","svettel",0,1
"2016abudhabi","mverstappen",0,1
"2016abudhabi","nhulkenberg",0,0
"2016abudhabi","sperez",0,1
"2016abudhabi","falonso",0,1
"2016abudhabi","acelis",0,0
"2016abudhabi","jking",0,0
"2017australia","lhamilton",0,0
"2017australia","sperez",0,1
"2017australia","nhulkenberg",0,1
"2017australia","falonso",1,1
"2017australia","eocon",0,1
"2017australia","mericsson",1,1
"2017australia","dricciardo",1,1
"2017australia","agiovinazzi",0,1
"2017australia","kmagnussen",0,1
"2017australia","svandoorne",1,1
"2017australia","jpalmer",1,1
"2017australia","svettel",0,0
"2017australia","lstroll",0,1
"2017australia","vbottas",0,0
"2017australia","kraikkonen",0,0
"2017australia","mverstappen",0,1
"2017australia","rgrosjean",0,0
"2017australia","fmassa",0,0
"2017australia","csainz",0,0
"2017australia","dkvyat",0,0
"2017australia","pwehrlein",0,0
"2017china","lhamilton",0,1
"2017china","lstroll",0,0
"2017china","csainz",0,1
"2017china","kmagnussen",0,0
"2017china","falonso",0,0
"2017china","mericsson",0,1
"2017china","svandoorne",0,0
"2017china","mverstappen",0,1
"2017china","eocon",0,0
"2017china","agiovinazzi",0,0
"2017china","rgrosjean",0,1
"2017china","svettel",0,0
"2017china","jpalmer",0,0
"2017china","vbottas",0,0
"2017china","kraikkonen",0,1
"2017china","dricciardo",0,0
"2017china","fmassa",0,1
"2017china","nhulkenberg",0,1
"2017china","sperez",0,1
"2017china","dkvyat",0,0
"2017bahrain","vbottas",1,1
"2017bahrain","jpalmer",0,1
"2017bahrain","dkvyat",0,1
"2017bahrain","lstroll",0,1
"2017bahrain","pwehrlein",0,1
"2017bahrain","eocon",0,1
"2017bahrain","falonso",0,1
"2017bahrain","csainz",0,0
"2017bahrain","svandoorne",0,0
"2017bahrain","sperez",0,0
"2017bahrain","mericsson",0,1
"2017bahrain","lhamilton",0,1
"2017bahrain","kmagnussen",0,0
"2017bahrain","svettel",0,1
"2017bahrain","dricciardo",0,0
"2017bahrain","kraikkonen",0,0
"2017bahrain","mverstappen",0,0
"2017bahrain","nhulkenberg",0,1
"2017bahrain","fmassa",0,0
"2017bahrain","rgrosjean",0,0
"2017russia","svettel",0,0
"2017russia","eocon",0,0
"2017russia","lstroll",0,1
"2017russia","dkvyat",0,1
"2017russia","kmagnussen",0,0
"2017russia","csainz",0,1
"2017russia","falonso",0,0
"2017russia","jpalmer",0,0
"2017russia","pwehrlein",0,1
"2017russia","mericsson",0,1
"2017russia","rgrosjean",0,0
"2017russia","kraikkonen",0,0
"2017russia","svandoorne",0,1
"2017russia","vbottas",0,0
"2017russia","lhamilton",1,1
"2017russia","dricciardo",0,0
"2017russia","fmassa",0,0
"2017russia","mverstappen",0,0
"2017russia","nhulkenberg",0,0
"2017russia","sperez",0,0
"2017russia","ssirotkin",0,0
"2017spain","lhamilton",0,0
"2017spain","eocon",0,0
"2017spain","kmagnussen",0,1
"2017spain","csainz",0,1
"2017spain","nhulkenberg",0,0
"2017spain","rgrosjean",0,1
"2017spain","pwehrlein",0,1
"2017spain","mericsson",0,1
"2017spain","jpalmer",0,1
"2017spain","lstroll",0,1
"2017spain","dkvyat",0,0
"2017spain","svettel",0,0
"2017spain","svandoorne",0,1
"2017spain","vbottas",0,1
"2017spain","kraikkonen",0,0
"2017spain","mverstappen",0,0
"2017spain","dricciardo",0,0
"2017spain","falonso",0,1
"2017spain","sperez",0,0
"2017spain","fmassa",0,1
"2017spain","ssirotkin",0,0
"2017monaco","kraikkonen",0,1
"2017monaco","nhulkenberg",0,0
"2017monaco","kmagnussen",0,1
"2017monaco","svandoorne",0,1
"2017monaco","lhamilton",0,1
"2017monaco","fmassa",0,1
"2017monaco","eocon",0,1
"2017monaco","jpalmer",0,1
"2017monaco","lstroll",0,1
"2017monaco","pwehrlein",0,1
"2017monaco","mericsson",0,1
"2017monaco","svettel",0,1
"2017monaco","jbutton",0,1
"2017monaco","vbottas",0,1
"2017monaco","mverstappen",0,1
"2017monaco","dricciardo",0,1
"2017monaco","csainz",0,1
"2017monaco","sperez",0,1
"2017monaco","rgrosjean",0,1
"2017monaco","dkvyat",0,1
"2017canada","lhamilton",0,1
"2017canada","nhulkenberg",0,1
"2017canada","dkvyat",0,1
"2017canada","falonso",0,0
"2017canada","csainz",0,0
"2017canada","rgrosjean",0,1
"2017canada","jpalmer",0,1
"2017canada","svandoorne",0,1
"2017canada","lstroll",0,0
"2017canada","kmagnussen",0,0
"2017canada","mericsson",0,1
"2017canada","svettel",1,1
"2017canada","pwehrlein",0,1
"2017canada","vbottas",0,0
"2017canada","kraikkonen",1,1
"2017canada","mverstappen",0,0
"2017canada","dricciardo",0,0
"2017canada","fmassa",0,0
"2017canada","sperez",0,1
